# Wavelength, Reflectance
1.644514614344875099e+03 2.964367067713490900e-01
1.643648525477687599e+03 2.802150957587811186e-01
1.642783291102687599e+03 2.844027477934183423e-01
1.641919033290187599e+03 2.948189992815947180e-01
1.641055629969875099e+03 3.024387252578965013e-01
1.640193325282375099e+03 3.089405466037284387e-01
1.639331875087062599e+03 3.012713533181552439e-01
1.638471401454250099e+03 3.025112137487500075e-01
1.637611782313625099e+03 2.987502337692315435e-01
1.636753261805812599e+03 3.043009813580307421e-01
1.635895595790187599e+03 2.962853178595411530e-01
1.635038906337062599e+03 3.066734572888644705e-01
1.634183193446437599e+03 2.978754960903329807e-01
1.633328335048000099e+03 3.020544570015387120e-01
1.632474453212062599e+03 2.934802118151556560e-01
1.631621425868312599e+03 2.972106898213486281e-01
1.630769375087062599e+03 3.005736959128794683e-01
1.629918300868312599e+03 3.016286565837578149e-01
1.629068081141750099e+03 2.963840211849352868e-01
1.628218837977687599e+03 2.972824410420336072e-01
1.627370449305812599e+03 3.001945285327628499e-01
1.626523037196437599e+03 2.975023733046761598e-01
1.625676601649562599e+03 2.971794715233331829e-01
1.624831142665187599e+03 3.000760838031688027e-01
1.623986416102687599e+03 3.003243983203258138e-01
1.623142788173000099e+03 2.945720213499906093e-01
1.622299892665187599e+03 3.012973380584907379e-01
1.621458095790187599e+03 2.988628108968388042e-01
1.620617031337062599e+03 3.013130754952656476e-01
1.619777065516750099e+03 2.958603109075196302e-01
1.618937832118312599e+03 2.895264039228891417e-01
1.618099575282375099e+03 2.955078975831578747e-01
1.617262172938625099e+03 3.003006423561243032e-01
1.616425747157375099e+03 2.985261755630986835e-01
1.615590175868312599e+03 2.974230329924341110e-01
1.614755581141750099e+03 2.948217087013673132e-01
1.613921962977687599e+03 2.944479993085052372e-01
1.613089077235500099e+03 2.993483533578955025e-01
1.612257168055812599e+03 2.923717083129106498e-01
1.611426113368312599e+03 2.955850016488006937e-01
1.610596035243312599e+03 3.004468594110967228e-01
1.609766811610500099e+03 2.984126355777169670e-01
1.608938442469875099e+03 2.935112436868486663e-01
1.608111049891750099e+03 2.878378151024642562e-01
1.607284389735500099e+03 2.898976196439069786e-01
1.606458706141750099e+03 2.967235468543539256e-01
1.605633999110500099e+03 2.974278294225242703e-01
1.604810146571437599e+03 2.914632782899318486e-01
1.603987026454250099e+03 2.950802778643478175e-01
1.603164882899562599e+03 2.933683911852273396e-01
1.602343715907375099e+03 2.874335245441062003e-01
1.601523281337062599e+03 2.886742594078405832e-01
1.600703823329250099e+03 2.926321115139028373e-01
1.599885219813625099e+03 2.950438402564883322e-01
1.599067470790187599e+03 2.926289739652743194e-01
1.598250576258937599e+03 2.966757937607192308e-01
1.597434414149562599e+03 2.932291447822726327e-01
1.596619594813625099e+03 2.911438148817971916e-01
1.595805263758937599e+03 2.931896401993668300e-01
1.594991787196437599e+03 2.955064985048469484e-01
1.594179409266750099e+03 2.896908093017483976e-01
1.593367641688625099e+03 2.878141309047640428e-01
1.592556850673000099e+03 2.945622095890084169e-01
1.591747036219875099e+03 2.914436696647818570e-01
1.590937954188625099e+03 2.954004483030922557e-01
1.590129848719875099e+03 2.955389948658606047e-01
1.589322353602687599e+03 2.799702373055454330e-01
1.588515712977687599e+03 2.855134881423534443e-01
1.587710293055812599e+03 2.990651487749778070e-01
1.586905483485500099e+03 2.913206861639770495e-01
1.586101528407375099e+03 2.889950252727623847e-01
1.585298549891750099e+03 2.887528150535256799e-01
1.584496303798000099e+03 2.873349383124924050e-01
1.583694912196437599e+03 2.975019571983825717e-01
1.582894497157375099e+03 2.953970003942527067e-01
1.582094814540187599e+03 2.933719107025526962e-01
1.581296108485500099e+03 2.906415651023656621e-01
1.580498012782375099e+03 2.902450964069554495e-01
1.579700771571437599e+03 2.895141054370108935e-01
1.578904628993312599e+03 2.922386876977060566e-01
1.578109096766750099e+03 2.946104738688858915e-01
1.577314541102687599e+03 2.974258240087477301e-01
1.576520839930812599e+03 2.884560854498364191e-01
1.575727871180812599e+03 2.927197948370113267e-01
1.574935634852687599e+03 2.905543111350955554e-01
1.574144375087062599e+03 2.913790777128592580e-01
1.573353969813625099e+03 2.895083689178977737e-01
1.572564419032375099e+03 2.958811306433122845e-01
1.571775600673000099e+03 2.897837640766681155e-01
1.570987514735500099e+03 2.893957221876649055e-01
1.570200527430812599e+03 2.908636559619947604e-01
1.569414150477687599e+03 2.947621710021290919e-01
1.568628872157375099e+03 2.923770092370153728e-01
1.567844082118312599e+03 2.887928647189402231e-01
1.567060268641750099e+03 2.894311853590552652e-01
1.566277309657375099e+03 2.852900813685111392e-01
1.565495083094875099e+03 2.929964035560945201e-01
1.564713711024562599e+03 2.871321544062298003e-01
1.563933193446437599e+03 2.935013977360749204e-01
1.563153530360500099e+03 2.894548777086553559e-01
1.562374477626125099e+03 2.940317645731744811e-01
1.561596401454250099e+03 2.944600230589502488e-01
1.560819179774562599e+03 2.920645942454137001e-01
1.560042690516750099e+03 2.873402266224944213e-01
1.559266933680812599e+03 2.897950898164342037e-01
1.558492031337062599e+03 2.879252710319392117e-01
1.557718105555812599e+03 2.922872663211415478e-01
1.556944790126125099e+03 2.874553096588025602e-01
1.556172329188625099e+03 2.889110500488989430e-01
1.555400600673000099e+03 2.922394952552804792e-01
1.554629848719875099e+03 2.840983994289559833e-01
1.553859707118312599e+03 2.882500819212039933e-01
1.553090542079250099e+03 2.947789158179427993e-01
1.553090420008937599e+03 2.875018316526831708e-01
1.552834316493312599e+03 2.877141656910520151e-01
1.552578090907375099e+03 2.908448916627580649e-01
1.552322109462062599e+03 2.939065568049446520e-01
1.552321987391750099e+03 2.910013820215803793e-01
1.552066128016750099e+03 2.937464029881690086e-01
1.551554409266750099e+03 2.860267761722974922e-01
1.550787563563625099e+03 2.910360496180537937e-01
1.550021450282375099e+03 2.894589085341386925e-01
1.549256191493312599e+03 2.868373506996758637e-01
1.548491787196437599e+03 2.847980276789937037e-01
1.547727993251125099e+03 2.887467323460632951e-01
1.546965053798000099e+03 2.884074047278319397e-01
1.546202968837062599e+03 2.894125660634514485e-01
1.545441738368312599e+03 2.903499826896409064e-01
1.544681118251125099e+03 2.887244079783450879e-01
1.543921230555812599e+03 2.898082021765578942e-01
1.543162319423000099e+03 2.898901082092554260e-01
1.542404262782375099e+03 2.882781492421974123e-01
1.541646816493312599e+03 2.902432784804511723e-01
1.540890102626125099e+03 2.861012058995687779e-01
1.540134243251125099e+03 2.899159840200512539e-01
1.539379116298000099e+03 2.917629821164158810e-01
1.538624965907375099e+03 2.886315626793583000e-01
1.537871425868312599e+03 2.888667489641426056e-01
1.537118618251125099e+03 2.885017268085012243e-01
1.536366665126125099e+03 2.889958762709955442e-01
1.535615200282375099e+03 2.886583414012953153e-01
1.534865078212062599e+03 2.883326797116880780e-01
1.534115200282375099e+03 2.894785188211856375e-01
1.533366420985500099e+03 2.913499507067635053e-01
1.532618252040187599e+03 2.902342759738140154e-01
1.531870815516750099e+03 2.895041169394054204e-01
1.531124355555812599e+03 2.814656763893138569e-01
1.530378505946437599e+03 2.908540933758295699e-01
1.529633388758937599e+03 2.874910831951270618e-01
1.528889003993312599e+03 2.904577741026938553e-01
1.528145473719875099e+03 2.865382862776651440e-01
1.527402431727687599e+03 2.878664441467184698e-01
1.526660610438625099e+03 2.862371995580678674e-01
1.525919155360500099e+03 2.852095644297048538e-01
1.525178798915187599e+03 2.888209396169095222e-01
1.524438930751125099e+03 2.843966104072266354e-01
1.523699917079250099e+03 2.905284475161853397e-01
1.522961635829250099e+03 2.901853535395943484e-01
1.522224209071437599e+03 2.862213370938463952e-01
1.521487392665187599e+03 2.905922338554318141e-01
1.520751308680812599e+03 2.902005193638979019e-01
1.520015957118312599e+03 2.887550212086348322e-01
1.519281460048000099e+03 2.879366802419615623e-01
1.518547573329250099e+03 2.829762995149296412e-01
1.517814419032375099e+03 2.887879766990837926e-01
1.517082363368312599e+03 2.847812067998577445e-01
1.516350795985500099e+03 2.911100392566062234e-01
