# Wavelength, Reflectance
1.644527646507159488e+03 4.336652484380539296e-01
1.643661557639971988e+03 4.335094642505671891e-01
1.642796323264971988e+03 4.270572699354657220e-01
1.641932065452471988e+03 4.260565292574470808e-01
1.641068662132159488e+03 4.209698320476307210e-01
1.640206357444659488e+03 4.302733054407697488e-01
1.639344907249346988e+03 4.306096980796381146e-01
1.638484433616534488e+03 4.175983158270534235e-01
1.637624814475909488e+03 4.213541031059067632e-01
1.636766293968096988e+03 4.085314104777454380e-01
1.635908627952471988e+03 4.141708357687503561e-01
1.635051938499346988e+03 4.100448631195852123e-01
1.634196225608721988e+03 4.061768321104169410e-01
1.633341367210284488e+03 3.985942080768626883e-01
1.632487485374346988e+03 3.972372298964121362e-01
1.631634458030596988e+03 3.992017979157733154e-01
1.630782407249346988e+03 3.835690293523280059e-01
1.629931333030596988e+03 3.762514070354117113e-01
1.629081113304034488e+03 3.787375335313954983e-01
1.628231870139971988e+03 3.827952135918777365e-01
1.627383481468096988e+03 3.856302376325443371e-01
1.626536069358721988e+03 3.852046258302248005e-01
1.625689633811846988e+03 3.839717051092900735e-01
1.624844174827471988e+03 3.710504938333445413e-01
1.623999448264971988e+03 3.759972759541798104e-01
1.623155820335284488e+03 3.808916617885477196e-01
1.622312924827471988e+03 3.800697279298806963e-01
1.621471127952471988e+03 3.766510640035159452e-01
1.620630063499346988e+03 3.797478172000623986e-01
1.619790097679034488e+03 3.711592147703067224e-01
1.618950864280596988e+03 3.763864411308580626e-01
1.618112607444659488e+03 3.680696058892045652e-01
1.617275205100909488e+03 3.694345281119585378e-01
1.616438779319659488e+03 3.685004519822046021e-01
1.615603208030596988e+03 3.667477157807154664e-01
1.614768613304034488e+03 3.669076469251421613e-01
1.613934995139971988e+03 3.668036635005617052e-01
1.613102109397784488e+03 3.670711161670198175e-01
1.612270200218096988e+03 3.681613647947784007e-01
1.611439145530596988e+03 3.686863924312906993e-01
1.610609067405596988e+03 3.668254256554359105e-01
1.609779843772784488e+03 3.663762996578646680e-01
1.608951474632159488e+03 3.683255186393259439e-01
1.608124082054034488e+03 3.621250504509173074e-01
1.607297421897784488e+03 3.654214689358877832e-01
1.606471738304034488e+03 3.631387474102683588e-01
1.605647031272784488e+03 3.644609944366394849e-01
1.604823178733721988e+03 3.618422390256366694e-01
1.604000058616534488e+03 3.610173269327195955e-01
1.603177915061846988e+03 3.609062422763047451e-01
1.602356748069659488e+03 3.675910443758952928e-01
1.601536313499346988e+03 3.642894649567783860e-01
1.600716855491534488e+03 3.558616353418759259e-01
1.599898251975909488e+03 3.643126969209325994e-01
1.599080502952471988e+03 3.631059395768527209e-01
1.598263608421221988e+03 3.604671832000941323e-01
1.597447446311846988e+03 3.666306161344304870e-01
1.596632626975909488e+03 3.589231806748804376e-01
1.595818295921221988e+03 3.549285298088181717e-01
1.595004819358721988e+03 3.583457683694691309e-01
1.594192441429034488e+03 3.524197863055678615e-01
1.593380673850909488e+03 3.617147628701546380e-01
1.592569882835284488e+03 3.624302968631912258e-01
1.591760068382159488e+03 3.609185655654330027e-01
1.590950986350909488e+03 3.666076219345679177e-01
1.590142880882159488e+03 3.585766513583625859e-01
1.589335385764971988e+03 3.537796146859087942e-01
1.588528745139971988e+03 3.556072527434125385e-01
1.587723325218096988e+03 3.574860850045746830e-01
1.586918515647784488e+03 3.525845414724497195e-01
1.586114560569659488e+03 3.639090869976850384e-01
1.585311582054034488e+03 3.588143995911602380e-01
1.584509335960284488e+03 3.613076392274761073e-01
1.583707944358721988e+03 3.552404050360511434e-01
1.582907529319659488e+03 3.588469923046881394e-01
1.582107846702471988e+03 3.552003610035013859e-01
1.581309140647784488e+03 3.543429742267038551e-01
1.580511044944659488e+03 3.594319663814746213e-01
1.579713803733721988e+03 3.580371985776067967e-01
1.578917661155596988e+03 3.605385502018571553e-01
1.578122128929034488e+03 3.645450991202894842e-01
1.577327573264971988e+03 3.620190410439681483e-01
1.576533872093096988e+03 3.549911276459213894e-01
1.575740903343096988e+03 3.636770978772396745e-01
1.574948667014971988e+03 3.611040608764645721e-01
1.574157407249346988e+03 3.584823145548727830e-01
1.573367001975909488e+03 3.647635887276083344e-01
1.572577451194659488e+03 3.550370395999048467e-01
1.571788632835284488e+03 3.589798309167434032e-01
1.571000546897784488e+03 3.599219404403015687e-01
1.570213559593096988e+03 3.629920774375879899e-01
1.569427182639971988e+03 3.526882692073926573e-01
1.568641904319659488e+03 3.543371190805416626e-01
1.567857114280596988e+03 3.549720522937707679e-01
1.567073300804034488e+03 3.583561524409796806e-01
1.566290341819659488e+03 3.567364308586795096e-01
1.565508115257159488e+03 3.597737543950216277e-01
1.564726743186846988e+03 3.586471470622379365e-01
1.563946225608721988e+03 3.584696007484852731e-01
1.563166562522784488e+03 3.558246604646129185e-01
1.562387509788409488e+03 3.565496755283576458e-01
1.561609433616534488e+03 3.557454644190496396e-01
1.560832211936846988e+03 3.556845200227447545e-01
1.560055722679034488e+03 3.564215863284958541e-01
1.559279965843096988e+03 3.505961971678759892e-01
1.558505063499346988e+03 3.547233127990934709e-01
1.557731137718096988e+03 3.538674360665786112e-01
1.556957822288409488e+03 3.559064911419614341e-01
1.556185361350909488e+03 3.540986020240787790e-01
1.555413632835284488e+03 3.570049810210755292e-01
1.554642880882159488e+03 3.575611164580587698e-01
1.553872739280596988e+03 3.535789189199934346e-01
1.553103574241534488e+03 3.703803921922033671e-01
1.553103452171221988e+03 3.561171599801299936e-01
1.552847348655596988e+03 3.693063489519333720e-01
1.552591123069659488e+03 3.665399289386925274e-01
1.552335141624346988e+03 3.696786340226462242e-01
1.552335019554034488e+03 3.531671194169696548e-01
1.552079160179034488e+03 3.661608375319703734e-01
1.551567441429034488e+03 3.517467514199517642e-01
1.550800595725909488e+03 3.525786206086583552e-01
1.550034482444659488e+03 3.531976070971901693e-01
1.549269223655596988e+03 3.521326164802608960e-01
1.548504819358721988e+03 3.537271138683428795e-01
1.547741025413409488e+03 3.541063799615976615e-01
1.546978085960284488e+03 3.522243422104609500e-01
1.546216000999346988e+03 3.544891274751205690e-01
1.545454770530596988e+03 3.535055524299220986e-01
1.544694150413409488e+03 3.511632585606966894e-01
1.543934262718096988e+03 3.513024926718086305e-01
1.543175351585284488e+03 3.530107091377372441e-01
1.542417294944659488e+03 3.530592004348599988e-01
1.541659848655596988e+03 3.533594361394834515e-01
1.540903134788409488e+03 3.531219928073436320e-01
1.540147275413409488e+03 3.525969270795013544e-01
1.539392148460284488e+03 3.524903462981262559e-01
1.538637998069659488e+03 3.549830051958025590e-01
1.537884458030596988e+03 3.513525798016180479e-01
1.537131650413409488e+03 3.571208184500418437e-01
1.536379697288409488e+03 3.501351055863340944e-01
1.535628232444659488e+03 3.535996555285663145e-01
1.534878110374346988e+03 3.480029844523704896e-01
1.534128232444659488e+03 3.539556636276370849e-01
1.533379453147784488e+03 3.527798486133080780e-01
1.532631284202471988e+03 3.518302727709737288e-01
1.531883847679034488e+03 3.524606045271894139e-01
1.531137387718096988e+03 3.545532727782763072e-01
1.530391538108721988e+03 3.540008052989831455e-01
1.529646420921221988e+03 3.453085878958982446e-01
1.528902036155596988e+03 3.510916010023900080e-01
1.528158505882159488e+03 3.499570054484292259e-01
1.527415463889971988e+03 3.518243584866336260e-01
1.526673642600909488e+03 3.545304528650364273e-01
1.525932187522784488e+03 3.542404882190525739e-01
1.525191831077471988e+03 3.540155281028006251e-01
1.524451962913409488e+03 3.497997731177370229e-01
1.523712949241534488e+03 3.543985224611699847e-01
1.522974667991534488e+03 3.555230509354582735e-01
1.522237241233721988e+03 3.492139182429667699e-01
1.521500424827471988e+03 3.516520648709265395e-01
1.520764340843096988e+03 3.512661867871571530e-01
1.520028989280596988e+03 3.535244509975288274e-01
1.519294492210284488e+03 3.542395030290221292e-01
1.518560605491534488e+03 3.494544585820642535e-01
1.517827451194659488e+03 3.506600536949396885e-01
1.517095395530596988e+03 3.534520958031872606e-01
1.516363828147784488e+03 3.455783064893652723e-01
1.515632871116534488e+03 3.509647057005296222e-01
1.515389584983721988e+03 3.619980664678048021e-01
1.515146298850909488e+03 3.616684486781427954e-01
1.514902890647784488e+03 3.617339490496186971e-01
1.514902768577471988e+03 3.491503505199367030e-01
1.514659726585284488e+03 3.637511616933244984e-01
1.514416684593096988e+03 3.633057885428628286e-01
1.514173398460284488e+03 3.499965024075558095e-01
1.513444760764971988e+03 3.518029206709701318e-01
1.512716855491534488e+03 3.503766826274892776e-01
1.511989682639971988e+03 3.529188913819777396e-01
1.511263364280596988e+03 3.496651627901553039e-01
