# Wavelength, Reflectance
1.644143816140252511e+03 2.269031545376290759e-01
1.643277727273065011e+03 2.065954889129021088e-01
1.642412492898065011e+03 1.850601752255341403e-01
1.641548235085565011e+03 1.832035859862924110e-01
1.640684831765252511e+03 1.932034887342023999e-01
1.639822527077752511e+03 2.148539208425814528e-01
1.638961076882440011e+03 2.223265314074431009e-01
1.638100603249627511e+03 2.340009130198674459e-01
1.637240984109002511e+03 2.128698662483764770e-01
1.636382463601190011e+03 2.181085904363997130e-01
1.635524797585565011e+03 2.343562716160061399e-01
1.634668108132440011e+03 2.479476471739789911e-01
1.633812395241815011e+03 2.369327642998259320e-01
1.632957536843377511e+03 2.241928823345064048e-01
1.632103655007440011e+03 2.234659744078487387e-01
1.631250627663690011e+03 2.245505578786207157e-01
1.630398576882440011e+03 1.963422325400799029e-01
1.629547502663690011e+03 2.264036071928584026e-01
1.628697282937127511e+03 2.163891908534029407e-01
1.627848039773065011e+03 2.294477756832165871e-01
1.626999651101190011e+03 2.062195615601111198e-01
1.626152238991815011e+03 2.331285401400744473e-01
1.625305803444940011e+03 2.065798852679731901e-01
1.624460344460565011e+03 2.234556935197621330e-01
1.623615617898065011e+03 2.113448322970445659e-01
1.622771989968377511e+03 2.210797098197634647e-01
1.621929094460565011e+03 2.229250274794074560e-01
1.621087297585565011e+03 2.428634225037104022e-01
1.620246233132440011e+03 2.225290465534158213e-01
1.619406267312127511e+03 2.424157150686643003e-01
1.618567033913690011e+03 2.181450614524129694e-01
1.617728777077752511e+03 2.166764463341689928e-01
1.616891374734002511e+03 2.218009444942225794e-01
1.616054948952752511e+03 2.223957440581881551e-01
1.615219377663690011e+03 2.215892127802397416e-01
1.614384782937127511e+03 2.097306992836808770e-01
1.613551164773065011e+03 2.040298834322607779e-01
1.612718279030877511e+03 2.061389528390945858e-01
1.611886369851190011e+03 2.155480183766563529e-01
1.611055315163690011e+03 2.154897882313188962e-01
1.610225237038690011e+03 2.087861233987490239e-01
1.609396013405877511e+03 2.255094227812926289e-01
1.608567644265252511e+03 2.141692584586167014e-01
1.607740251687127511e+03 2.076620598705742060e-01
1.606913591530877511e+03 2.322535599391536976e-01
1.606087907937127511e+03 2.451412493344197474e-01
1.605263200905877511e+03 2.031698234296122341e-01
1.604439348366815011e+03 2.042946002217083112e-01
1.603616228249627511e+03 2.045988459888707089e-01
1.602794084694940011e+03 2.220712686170466799e-01
1.601972917702752511e+03 2.181620406564290793e-01
1.601152483132440011e+03 2.189469468319688861e-01
1.600333025124627511e+03 2.101271674232047804e-01
1.599514421609002511e+03 2.227693177388171963e-01
1.598696672585565011e+03 2.223689667563924499e-01
1.597879778054315011e+03 2.108097488666278441e-01
1.597063615944940011e+03 2.144920471161236020e-01
1.596248796609002511e+03 2.197979416438535227e-01
1.595434465554315011e+03 2.126903913172293326e-01
1.594620988991815011e+03 2.053414758274625107e-01
1.593808611062127511e+03 2.305474892369334672e-01
1.592996843484002511e+03 2.122886196705228434e-01
1.592186052468377511e+03 2.122474180021290957e-01
1.591376238015252511e+03 2.105014408824483485e-01
1.590567155984002511e+03 2.140628656334543634e-01
1.589759050515252511e+03 2.080129804830200269e-01
1.588951555398065011e+03 2.102628633631714317e-01
1.588144914773065011e+03 2.230729050661317270e-01
1.587339494851190011e+03 2.244348180085740108e-01
1.586534685280877511e+03 2.236967036062704195e-01
1.585730730202752511e+03 2.141843720060200296e-01
1.584927751687127511e+03 2.160084309023471150e-01
1.584125505593377511e+03 2.171323744487513863e-01
1.583324113991815011e+03 2.174582279442325849e-01
1.582523698952752511e+03 2.181178064277873585e-01
