# Wavelength, Reflectance
1.644496986850354915e+03 3.945641211744130850e-01
1.643630897983167415e+03 4.032397026174334709e-01
1.642765663608167415e+03 4.005238231164238716e-01
1.641901405795667415e+03 4.054777307903050243e-01
1.641038002475354915e+03 4.001599438704626088e-01
1.640175697787854915e+03 4.013422502808908776e-01
1.639314247592542415e+03 4.088514601743195032e-01
1.638453773959729915e+03 3.815984919653567231e-01
1.637594154819104915e+03 3.950448036222749537e-01
1.636735634311292415e+03 3.771886180710954939e-01
1.635877968295667415e+03 3.861882510576421512e-01
1.635021278842542415e+03 3.805925670089480017e-01
1.634165565951917415e+03 3.805624127185496253e-01
1.633310707553479915e+03 3.730296261761349430e-01
1.632456825717542415e+03 3.731739787312816636e-01
1.631603798373792415e+03 3.656431824675017150e-01
1.630751747592542415e+03 3.649819177157564987e-01
1.629900673373792415e+03 3.591729387225642278e-01
1.629050453647229915e+03 3.665900962780402894e-01
1.628201210483167415e+03 3.573194808028337111e-01
1.627352821811292415e+03 3.586567307590529108e-01
1.626505409701917415e+03 3.595258498254169655e-01
1.625658974155042415e+03 3.652130062895624363e-01
1.624813515170667415e+03 3.576510485223343694e-01
1.623968788608167415e+03 3.546682422182325101e-01
1.623125160678479915e+03 3.552601387183830228e-01
1.622282265170667415e+03 3.528303803089163360e-01
1.621440468295667415e+03 3.496726346098921190e-01
1.620599403842542415e+03 3.518550717387168847e-01
1.619759438022229915e+03 3.489832145048265555e-01
1.618920204623792415e+03 3.482454560555690581e-01
1.618081947787854915e+03 3.484165108591388837e-01
1.617244545444104915e+03 3.514530026284317654e-01
1.616408119662854915e+03 3.472821773966191516e-01
1.615572548373792415e+03 3.417056323251712047e-01
1.614737953647229915e+03 3.464901888625470661e-01
1.613904335483167415e+03 3.493220431996910680e-01
1.613071449740979915e+03 3.447593750638003884e-01
1.612239540561292415e+03 3.501877777140672832e-01
1.611408485873792415e+03 3.439049542310907981e-01
1.610578407748792415e+03 3.402429923268396328e-01
1.609749184115979915e+03 3.462504058152528486e-01
1.608920814975354915e+03 3.428931921853993758e-01
1.608093422397229915e+03 3.408657091091807367e-01
1.607266762240979915e+03 3.466378451447859055e-01
1.606441078647229915e+03 3.429154495371933842e-01
1.605616371615979915e+03 3.473929781566746366e-01
1.604792519076917415e+03 3.403128333688149598e-01
1.603969398959729915e+03 3.387613596017840512e-01
1.603147255405042415e+03 3.386916384899419930e-01
1.602326088412854915e+03 3.395314681791419820e-01
1.601505653842542415e+03 3.385019053818722479e-01
1.600686195834729915e+03 3.364464690917792211e-01
1.599867592319104915e+03 3.338330791638832729e-01
1.599049843295667415e+03 3.347875207205068260e-01
1.598232948764417415e+03 3.350823381794306166e-01
1.597416786655042415e+03 3.365528026768270786e-01
1.596601967319104915e+03 3.355328122490555121e-01
1.595787636264417415e+03 3.359282917767573706e-01
1.594974159701917415e+03 3.399126352418058716e-01
1.594161781772229915e+03 3.370435224947911368e-01
1.593350014194104915e+03 3.410715829160586576e-01
1.592539223178479915e+03 3.388692429283450269e-01
1.591729408725354915e+03 3.414294370807073320e-01
1.590920326694104915e+03 3.403314516486135588e-01
1.590112221225354915e+03 3.390501994224580096e-01
1.589304726108167415e+03 3.318718219807261782e-01
1.588498085483167415e+03 3.370479946429469909e-01
1.587692665561292415e+03 3.364752787847860027e-01
1.586887855990979915e+03 3.365723112525337291e-01
1.586083900912854915e+03 3.354075246766830554e-01
1.585280922397229915e+03 3.369341348071171471e-01
1.584478676303479915e+03 3.388068949596287349e-01
1.583677284701917415e+03 3.329274673939336404e-01
1.582876869662854915e+03 3.449586532093157909e-01
1.582077187045667415e+03 3.367176802854467965e-01
1.581278480990979915e+03 3.374839416468266573e-01
1.580480385287854915e+03 3.366610409275481164e-01
1.579683144076917415e+03 3.417468858963638723e-01
1.578887001498792415e+03 3.394134387260347996e-01
1.578091469272229915e+03 3.466393215650783732e-01
1.577296913608167415e+03 3.389244444370257403e-01
1.576503212436292415e+03 3.356606666293722729e-01
1.575710243686292415e+03 3.417166498592821289e-01
1.574918007358167415e+03 3.360483894735772359e-01
1.574126747592542415e+03 3.381217087632134022e-01
1.573336342319104915e+03 3.361772443460115944e-01
1.572546791537854915e+03 3.376655763801234555e-01
1.571757973178479915e+03 3.407017824721789157e-01
1.570969887240979915e+03 3.393168831182259426e-01
1.570182899936292415e+03 3.349268693988154966e-01
1.569396522983167415e+03 3.342723247039547929e-01
1.568611244662854915e+03 3.366056251802527211e-01
1.567826454623792415e+03 3.342379162843119866e-01
1.567042641147229915e+03 3.353808052912864990e-01
1.566259682162854915e+03 3.333485349006233833e-01
1.565477455600354915e+03 3.349239535592968831e-01
1.564696083530042415e+03 3.338533506800224759e-01
1.563915565951917415e+03 3.352008014293927918e-01
1.563135902865979915e+03 3.351196973197956286e-01
1.562356850131604915e+03 3.320369111944732055e-01
1.561578773959729915e+03 3.373789370318354131e-01
1.560801552280042415e+03 3.320876901755892563e-01
1.560025063022229915e+03 3.368266256711949236e-01
1.559249306186292415e+03 3.274905857929084618e-01
1.558474403842542415e+03 3.319125568689196282e-01
1.557700478061292415e+03 3.310989135954660600e-01
1.556927162631604915e+03 3.370806549599614788e-01
1.556154701694104915e+03 3.307038484834024517e-01
1.555382973178479915e+03 3.316883657291697651e-01
1.554612221225354915e+03 3.310307913573002359e-01
1.553842079623792415e+03 3.335169830407104241e-01
1.553072914584729915e+03 3.369077104635839759e-01
1.553072792514417415e+03 3.326441160209682169e-01
1.552816688998792415e+03 3.378467306598491593e-01
1.552560463412854915e+03 3.385150101013730262e-01
1.552304481967542415e+03 3.388275199720682251e-01
1.552304359897229915e+03 3.320197078584360972e-01
1.552048500522229915e+03 3.393416475499495544e-01
1.551536781772229915e+03 3.304212643178897624e-01
1.550769936069104915e+03 3.330536433153088449e-01
1.550003822787854915e+03 3.293861042673333905e-01
1.549238563998792415e+03 3.315609358153520647e-01
1.548474159701917415e+03 3.305053556603715359e-01
1.547710365756604915e+03 3.321557764846998495e-01
1.546947426303479915e+03 3.320169504702910057e-01
1.546185341342542415e+03 3.315265948569186549e-01
1.545424110873792415e+03 3.295379736254879788e-01
1.544663490756604915e+03 3.302736136544984769e-01
1.543903603061292415e+03 3.337381501994602928e-01
1.543144691928479915e+03 3.297507879839706724e-01
1.542386635287854915e+03 3.276708306451153185e-01
1.541629188998792415e+03 3.340731345913447448e-01
1.540872475131604915e+03 3.319561088344328836e-01
1.540116615756604915e+03 3.310248791457619522e-01
1.539361488803479915e+03 3.251430843172348761e-01
1.538607338412854915e+03 3.322937304344007470e-01
1.537853798373792415e+03 3.300450343353911187e-01
1.537100990756604915e+03 3.338991165151231622e-01
