# Wavelength, Reflectance
1.644284745244794067e+03 3.198187324152617084e-01
1.643418656377606567e+03 3.328386346120587591e-01
1.642553422002606567e+03 3.686899025407376351e-01
1.641689164190106567e+03 3.880399227133936590e-01
1.640825760869794067e+03 3.603793339782211946e-01
1.639963456182294067e+03 3.599735361666669409e-01
1.639102005986981567e+03 3.405846476876900342e-01
1.638241532354169067e+03 3.428138360595023304e-01
1.637381913213544067e+03 3.547166817856964860e-01
1.636523392705731567e+03 3.788473465253222039e-01
1.635665726690106567e+03 3.767891702453821101e-01
1.634809037236981567e+03 3.778584599680562262e-01
1.633953324346356567e+03 3.805196207285964083e-01
1.633098465947919067e+03 3.670799543088436034e-01
1.632244584111981567e+03 3.670343406927615848e-01
1.631391556768231567e+03 3.672030909758758899e-01
1.630539505986981567e+03 3.629517627317522255e-01
1.629688431768231567e+03 3.549675628404839745e-01
1.628838212041669067e+03 3.589152372620837972e-01
1.627988968877606567e+03 3.649233419087212216e-01
1.627140580205731567e+03 3.557359081289448999e-01
1.626293168096356567e+03 3.742426972707446065e-01
1.625446732549481567e+03 3.635281393894513324e-01
1.624601273565106567e+03 3.666889411317940661e-01
1.623756547002606567e+03 3.706953437186165656e-01
1.622912919072919067e+03 3.597440494072150496e-01
1.622070023565106567e+03 3.654205388390541764e-01
1.621228226690106567e+03 3.762880385665094973e-01
1.620387162236981567e+03 3.669318821972966660e-01
1.619547196416669067e+03 3.784609694816517544e-01
1.618707963018231567e+03 3.617560893446547521e-01
1.617869706182294067e+03 3.565590219691612273e-01
1.617032303838544067e+03 3.529628280661907813e-01
1.616195878057294067e+03 3.685549986585897053e-01
1.615360306768231567e+03 3.595515642571667780e-01
1.614525712041669067e+03 3.530748542425654057e-01
1.613692093877606567e+03 3.581746598236836276e-01
1.612859208135419067e+03 3.701376969860203925e-01
1.612027298955731567e+03 3.576353663294749019e-01
1.611196244268231567e+03 3.400979747139933340e-01
1.610366166143231567e+03 3.595601816678851703e-01
1.609536942510419067e+03 3.516401818590680350e-01
1.608708573369794067e+03 3.430075046329001398e-01
1.607881180791669067e+03 3.374695651281268138e-01
1.607054520635419067e+03 3.558427369773104476e-01
1.606228837041669067e+03 3.540565141090600831e-01
1.605404130010419067e+03 3.493562659279502158e-01
1.604580277471356567e+03 3.394322170594066823e-01
1.603757157354169067e+03 3.547855599698331308e-01
1.602935013799481567e+03 3.593648602506337997e-01
1.602113846807294067e+03 3.367781361197562662e-01
1.601293412236981567e+03 3.443393535449823517e-01
1.600473954229169067e+03 3.438190179854629935e-01
1.599655350713544067e+03 3.438824175477260270e-01
1.598837601690106567e+03 3.522942821838604965e-01
1.598020707158856567e+03 3.479503744419962241e-01
1.597204545049481567e+03 3.581707953486913953e-01
1.596389725713544067e+03 3.523984083104130249e-01
1.595575394658856567e+03 3.631681602445554491e-01
1.594761918096356567e+03 3.562803618045502496e-01
1.593949540166669067e+03 3.584711117041732842e-01
1.593137772588544067e+03 3.476672513270609444e-01
1.592326981572919067e+03 3.542942609181208291e-01
1.591517167119794067e+03 3.529421661140165756e-01
1.590708085088544067e+03 3.470947297283993316e-01
1.589899979619794067e+03 3.447489294110124836e-01
1.589092484502606567e+03 3.558189943712202763e-01
1.588285843877606567e+03 3.560286216984828167e-01
1.587480423955731567e+03 3.505288931059228896e-01
1.586675614385419067e+03 3.480858352607008044e-01
1.585871659307294067e+03 3.566710639952827555e-01
1.585068680791669067e+03 3.597199306013838527e-01
1.584266434697919067e+03 3.626224262406753107e-01
1.583465043096356567e+03 3.674455287379004842e-01
1.582664628057294067e+03 3.562999166831393172e-01
