# Wavelength, Reflectance
1.644536085780900521e+03 3.397680114547834695e-01
1.643669996913713021e+03 2.710377449993802146e-01
1.642804762538713021e+03 2.793887192201475744e-01
1.641940504726213021e+03 2.976869676347705940e-01
1.641077101405900521e+03 3.057737466546806560e-01
1.640214796718400521e+03 3.478129421509366659e-01
1.639353346523088021e+03 3.190580328545708499e-01
1.638492872890275521e+03 3.161211402265184378e-01
1.637633253749650521e+03 2.729588307138793857e-01
1.636774733241838021e+03 3.190137875830197922e-01
1.635917067226213021e+03 3.187073464492727881e-01
1.635060377773088021e+03 3.059010596417479078e-01
1.634204664882463021e+03 2.996891613500653473e-01
1.633349806484025521e+03 3.182992968551019430e-01
1.632495924648088021e+03 3.296347300206132758e-01
1.631642897304338021e+03 3.042239589046411008e-01
1.630790846523088021e+03 3.222605624436735705e-01
1.629939772304338021e+03 3.111317377549766561e-01
1.629089552577775521e+03 3.166811836186537721e-01
1.628240309413713021e+03 3.523895592491586015e-01
1.627391920741838021e+03 3.204066283110300062e-01
1.626544508632463021e+03 3.377597628007564246e-01
1.625698073085588021e+03 3.146889254639920752e-01
1.624852614101213021e+03 3.316253205705322893e-01
1.624007887538713021e+03 3.240802048006887204e-01
1.623164259609025521e+03 3.208958956342632951e-01
1.622321364101213021e+03 3.266483293388676712e-01
1.621479567226213021e+03 3.375451640342632675e-01
1.620638502773088021e+03 3.463275994798427071e-01
1.619798536952775521e+03 3.332114799147400941e-01
1.618959303554338021e+03 3.283779423899522709e-01
1.618121046718400521e+03 3.241096912615013537e-01
1.617283644374650521e+03 3.252055634662057160e-01
1.616447218593400521e+03 3.381225227624791718e-01
1.615611647304338021e+03 3.352785184548641162e-01
1.614777052577775521e+03 3.125317597867824371e-01
1.613943434413713021e+03 3.163461080941343262e-01
1.613110548671525521e+03 3.316848368368775501e-01
1.612278639491838021e+03 3.025886577626070162e-01
1.611447584804338021e+03 2.877216900047773196e-01
1.610617506679338021e+03 2.869292938355962330e-01
1.609788283046525521e+03 2.881075777366083335e-01
1.608959913905900521e+03 2.847547663265885820e-01
1.608132521327775521e+03 2.865483142281681217e-01
1.607305861171525521e+03 3.230170089662542932e-01
1.606480177577775521e+03 3.186957933643368435e-01
1.605655470546525521e+03 3.020030599379128211e-01
1.604831618007463021e+03 2.942890808721416174e-01
1.604008497890275521e+03 2.977460431988858680e-01
1.603186354335588021e+03 2.937253452291545552e-01
1.602365187343400521e+03 3.016058701472401071e-01
1.601544752773088021e+03 2.975691882376654829e-01
1.600725294765275521e+03 3.067056524582630339e-01
