# Wavelength, Reflectance
1.644458935180466597e+03 2.031521934928627038e-01
1.643592846313279097e+03 2.255364595242986825e-01
1.642727611938279097e+03 2.345328345372718892e-01
1.641863354125779097e+03 2.095441569737764298e-01
1.640999950805466597e+03 2.271185890332655943e-01
1.640137646117966597e+03 2.170095593046966753e-01
1.639276195922654097e+03 2.294979789099898249e-01
1.638415722289841597e+03 1.960040300744494424e-01
1.637556103149216597e+03 2.190558897789784965e-01
1.636697582641404097e+03 1.946591707512462521e-01
1.635839916625779097e+03 2.485212547466147115e-01
1.634983227172654097e+03 2.569554550005033189e-01
1.634127514282029097e+03 2.047917760549137212e-01
1.633272655883591597e+03 2.165009261304741695e-01
1.632418774047654097e+03 2.194050697392229687e-01
1.631565746703904097e+03 2.235395127907517376e-01
1.630713695922654097e+03 2.245093220852871496e-01
1.629862621703904097e+03 1.898664990755018767e-01
1.629012401977341597e+03 2.304787662095945378e-01
1.628163158813279097e+03 2.108136514273267204e-01
1.627314770141404097e+03 2.200865838706886624e-01
1.626467358032029097e+03 2.196685583456599589e-01
1.625620922485154097e+03 2.352386520115332669e-01
1.624775463500779097e+03 2.275833762084052969e-01
1.623930736938279097e+03 2.252959508816540779e-01
1.623087109008591597e+03 2.099395119752391348e-01
1.622244213500779097e+03 2.036070304903687123e-01
1.621402416625779097e+03 2.031774422288701865e-01
1.620561352172654097e+03 2.179994601185723524e-01
1.619721386352341597e+03 2.114504403184513381e-01
1.618882152953904097e+03 2.099410084130781395e-01
1.618043896117966597e+03 2.202730957153467561e-01
1.617206493774216597e+03 2.281838085036669850e-01
1.616370067992966597e+03 2.040560479109292946e-01
1.615534496703904097e+03 2.082378588055089630e-01
1.614699901977341597e+03 1.938387382487898880e-01
1.613866283813279097e+03 1.932517200867324980e-01
1.613033398071091597e+03 2.037932145539993745e-01
1.612201488891404097e+03 1.952152579380805053e-01
1.611370434203904097e+03 2.225752453338302739e-01
1.610540356078904097e+03 1.878635749207579475e-01
1.609711132446091597e+03 2.160773517595180049e-01
1.608882763305466597e+03 2.029728293192685773e-01
1.608055370727341597e+03 2.001169230910035957e-01
1.607228710571091597e+03 1.940081227981122758e-01
1.606403026977341597e+03 1.992848946357437256e-01
1.605578319946091597e+03 1.891358117478310896e-01
1.604754467407029097e+03 1.934655881011832779e-01
1.603931347289841597e+03 2.119131225604902746e-01
1.603109203735154097e+03 2.061353791906300192e-01
1.602288036742966597e+03 2.007060949835899055e-01
1.601467602172654097e+03 1.988154884354868535e-01
1.600648144164841597e+03 2.005276450441344505e-01
1.599829540649216597e+03 1.936388198419169426e-01
1.599011791625779097e+03 1.980975982045658501e-01
1.598194897094529097e+03 2.071179970633245104e-01
1.597378734985154097e+03 1.823901638733387565e-01
1.596563915649216597e+03 2.020053386266989770e-01
1.595749584594529097e+03 2.166038325834590272e-01
1.594936108032029097e+03 2.101667697520657740e-01
1.594123730102341597e+03 2.079294007643054387e-01
1.593311962524216597e+03 1.947069528954651907e-01
1.592501171508591597e+03 2.039198079827259924e-01
1.591691357055466597e+03 2.122645793947975090e-01
1.590882275024216597e+03 2.097072708376926387e-01
1.590074169555466597e+03 2.020815428098647615e-01
1.589266674438279097e+03 2.036722313761159808e-01
1.588460033813279097e+03 1.995460805410645411e-01
1.587654613891404097e+03 1.910584747284898022e-01
1.586849804321091597e+03 1.964678994457093042e-01
1.586045849242966597e+03 2.011641164207134680e-01
1.585242870727341597e+03 2.036287465711140998e-01
1.584440624633591597e+03 1.999193513811795275e-01
1.583639233032029097e+03 1.950216978611810648e-01
1.582838817992966597e+03 2.082842353765501087e-01
1.582039135375779097e+03 2.027821138829341008e-01
1.581240429321091597e+03 2.019183021065154016e-01
1.580442333617966597e+03 2.028601366775550086e-01
1.579645092407029097e+03 2.044616969537186302e-01
1.578848949828904097e+03 1.907257274225398203e-01
1.578053417602341597e+03 2.092298436141124540e-01
1.577258861938279097e+03 2.048256414722023355e-01
1.576465160766404097e+03 1.963544054893580915e-01
1.575672192016404097e+03 2.135281101297052120e-01
1.574879955688279097e+03 1.993800877459694365e-01
1.574088695922654097e+03 1.910261871347970764e-01
1.573298290649216597e+03 1.789039991026037113e-01
1.572508739867966597e+03 1.991155665786957518e-01
1.571719921508591597e+03 2.075714538741682547e-01
1.570931835571091597e+03 2.049551444300463376e-01
1.570144848266404097e+03 1.960423999719078381e-01
1.569358471313279097e+03 1.860765836547187413e-01
1.568573192992966597e+03 1.943886294960458228e-01
1.567788402953904097e+03 2.084084708729210256e-01
1.567004589477341597e+03 2.017150541747667336e-01
1.566221630492966597e+03 1.891737493619796706e-01
1.565439403930466597e+03 2.058465193545908345e-01
1.564658031860154097e+03 1.989394384040539809e-01
1.563877514282029097e+03 2.072674341045778190e-01
1.563097851196091597e+03 2.128102016993013712e-01
1.562318798461716597e+03 2.060320793560600217e-01
1.561540722289841597e+03 2.053570356149922449e-01
1.560763500610154097e+03 1.879335094553453156e-01
1.559987011352341597e+03 2.007042855092351641e-01
1.559211254516404097e+03 2.109066932248064574e-01
1.558436352172654097e+03 1.957529474822198579e-01
1.557662426391404097e+03 2.057545235392448657e-01
1.556889110961716597e+03 2.018228592226456730e-01
1.556116650024216597e+03 1.981543345070367890e-01
1.555344921508591597e+03 2.098588247898809378e-01
1.554574169555466597e+03 1.925428137805911266e-01
1.553804027953904097e+03 2.065776479181537506e-01
1.553034862914841597e+03 1.858308349786005065e-01
1.553034740844529097e+03 2.046043983299930258e-01
1.552778637328904097e+03 1.957180917213621474e-01
1.552522411742966597e+03 2.031801830826880650e-01
1.552266430297654097e+03 2.093778553243443308e-01
1.552266308227341597e+03 2.293562882354356069e-01
1.552010448852341597e+03 2.054095648114414030e-01
1.551498730102341597e+03 1.936422800182872050e-01
1.550731884399216597e+03 2.055930702158367540e-01
1.549965771117966597e+03 2.013310554409433462e-01
1.549200512328904097e+03 2.121484840235725311e-01
1.548436108032029097e+03 2.073015645665811368e-01
1.547672314086716597e+03 1.941445281636553499e-01
1.546909374633591597e+03 1.973174154662495627e-01
1.546147289672654097e+03 2.010350009065115795e-01
1.545386059203904097e+03 2.150336699853096223e-01
1.544625439086716597e+03 2.148645319927522113e-01
1.543865551391404097e+03 1.944794190388761113e-01
1.543106640258591597e+03 2.035008932067895737e-01
1.542348583617966597e+03 2.060855327855287689e-01
1.541591137328904097e+03 1.960503782326618316e-01
1.540834423461716597e+03 2.033257452875918969e-01
1.540078564086716597e+03 2.030599383861839691e-01
1.539323437133591597e+03 2.023710527880117627e-01
1.538569286742966597e+03 2.062572791942508810e-01
1.537815746703904097e+03 2.041479555322582851e-01
1.537062939086716597e+03 1.977450745539018895e-01
1.536310985961716597e+03 1.974459960079393839e-01
1.535559521117966597e+03 2.035270180363606685e-01
1.534809399047654097e+03 2.019605982332854377e-01
1.534059521117966597e+03 2.020488815061479981e-01
1.533310741821091597e+03 2.029383554791936439e-01
1.532562572875779097e+03 2.032741511763395126e-01
1.531815136352341597e+03 1.972764309753610168e-01
1.531068676391404097e+03 2.028742254269821910e-01
1.530322826782029097e+03 2.054297049815776433e-01
1.529577709594529097e+03 2.024454419482847600e-01
1.528833324828904097e+03 2.031582522931841550e-01
1.528089794555466597e+03 2.104081661602477393e-01
1.527346752563279097e+03 2.073390430713283605e-01
1.526604931274216597e+03 1.985482489251108595e-01
1.525863476196091597e+03 2.073535470209821596e-01
1.525123119750779097e+03 2.114018202631193777e-01
1.524383251586716597e+03 1.967642939491285881e-01
1.523644237914841597e+03 2.017229923973457850e-01
1.522905956664841597e+03 2.039756491519391646e-01
1.522168529907029097e+03 2.182148542888133758e-01
1.521431713500779097e+03 2.304683965287357972e-01
1.520695629516404097e+03 2.082952473846499952e-01
1.519960277953904097e+03 2.074610396822694769e-01
1.519225780883591597e+03 2.040723194825660169e-01
1.518491894164841597e+03 2.165907236505484612e-01
1.517758739867966597e+03 2.022640548241160796e-01
1.517026684203904097e+03 1.974461864569497516e-01
1.516295116821091597e+03 1.914643113320257939e-01
1.515564159789841597e+03 1.969920240528123534e-01
1.515320873657029097e+03 2.008641583732605485e-01
1.515077587524216597e+03 2.100402627502955810e-01
1.514834179321091597e+03 2.043336139291764275e-01
1.514834057250779097e+03 1.998324323289864812e-01
1.514591015258591597e+03 1.968040783559024398e-01
1.514347973266404097e+03 2.005519640946751281e-01
1.514104687133591597e+03 2.029765569053826324e-01
1.513376049438279097e+03 2.113733700596643061e-01
1.512648144164841597e+03 2.040155185857383258e-01
1.511920971313279097e+03 2.022941113736042296e-01
1.511194652953904097e+03 2.088150089660253950e-01
1.510468944946091597e+03 2.109250492765432916e-01
1.509743969360154097e+03 2.183100449791463560e-01
1.509019726196091597e+03 2.048261568723009629e-01
1.508296215453904097e+03 2.134328664625107230e-01
1.507573437133591597e+03 2.111683040651896881e-01
1.506851391235154097e+03 2.111441414321681420e-01
1.506130077758591597e+03 2.093355048946381747e-01
1.505409496703904097e+03 2.038912751927809408e-01
1.504689770141404097e+03 2.021717319814297642e-01
1.503970531860154097e+03 1.906768702810025529e-01
1.503252148071091597e+03 2.246823456081234183e-01
1.502533674710217383e+03 1.960427220061519704e-01
1.501815835101306448e+03 1.953357932460505764e-01
1.501098850936260078e+03 2.166552338669891775e-01
1.500382477802545964e+03 2.035154860868784166e-01
1.499666837906430374e+03 2.085216553423350216e-01
1.498951931247913080e+03 1.999209945233379193e-01
1.498237635620727815e+03 2.090762006550453689e-01
1.497524195437407570e+03 2.013998946094880671e-01
1.496811366285419581e+03 1.993488052157894597e-01
1.496099392577296157e+03 2.042215815220045916e-01
1.495388029900504989e+03 2.076312196922492082e-01
1.494677400461312345e+03 2.073831875630970933e-01
1.493967382053451502e+03 1.977174401167974827e-01
1.493258219089455679e+03 2.129433315816002259e-01
1.492549667156792111e+03 2.129161775920937749e-01
1.491841848461726840e+03 2.171957812714130909e-01
1.491134763004260094e+03 1.981161518455405446e-01
1.490428288578125375e+03 1.947016448487184637e-01
1.489722547389589181e+03 2.159025646509990515e-01
1.489017539438651511e+03 2.094477069978230854e-01
1.488313264725312138e+03 1.904736892483233357e-01
1.487609601043305020e+03 2.039665899377488822e-01
1.486906670598896198e+03 2.120091194537585821e-01
1.486204351185819633e+03 2.062517586226181310e-01
1.485502887216607860e+03 2.184709554186077540e-01
1.484802034278728115e+03 2.097488319512573474e-01
1.484101914578446895e+03 2.016065644784861555e-01
1.483402405909497702e+03 1.921701775731819994e-01
1.482703752684413530e+03 2.095170665505512175e-01
1.482005588284394889e+03 2.062485215508539915e-01
1.481308279328241269e+03 1.974440098906146968e-01
1.480611581403419677e+03 2.000891599750721783e-01
1.479915494509930113e+03 1.921934270308632842e-01
1.479220263060305342e+03 2.074965163636319498e-01
1.478525520435746330e+03 2.049252885478411723e-01
1.477831633255052111e+03 2.118092625203091550e-01
1.477138357105690147e+03 2.115171086351596841e-01
1.476445814193926481e+03 2.034033811393494429e-01
1.475753882313495069e+03 2.070960921828716439e-01
1.475062683670661954e+03 2.046523808139208145e-01
1.474372096059161095e+03 2.092636528177696797e-01
1.473682241685258532e+03 2.049679083622147902e-01
1.472992998342687997e+03 2.009632290695089474e-01
1.472304488237716214e+03 2.126958578874506289e-01
1.471616711370342728e+03 2.024288245714140622e-01
1.470929545534301269e+03 2.040406866030792243e-01
1.470243112935858335e+03 1.926052443045979667e-01
1.469557291368747428e+03 1.942363050199385210e-01
1.468872080832968550e+03 1.923415228761481688e-01
1.468187603534788195e+03 2.006335795833761870e-01
1.467503859474206365e+03 2.099745200396061495e-01
1.466820726444956790e+03 1.949860728128880172e-01
1.466138204447039016e+03 2.002627243096589960e-01
1.465456415686719765e+03 2.059640228784838656e-01
1.464775237957732543e+03 2.081000139286652284e-01
1.464094793466343845e+03 2.014202522381129123e-01
1.463414960006287401e+03 2.115429142314101951e-01
1.462735859783829255e+03 2.077771357037055955e-01
1.462057370592703137e+03 2.021486981413091744e-01
1.461379492432909046e+03 2.098257791021644891e-01
1.460702225304447211e+03 2.105808192511129384e-01
1.460025813619850169e+03 2.031783416672711950e-01
1.459349890760318658e+03 1.921649355013685390e-01
1.458674701138385672e+03 2.183909342638562789e-01
1.458000122547784940e+03 2.009052927881763984e-01
1.457326277194782506e+03 2.028831697452798122e-01
1.456653042873112327e+03 2.038190136529833274e-01
1.455980419582773948e+03 1.954505610566517060e-01
1.455308529530034320e+03 2.009241917996290039e-01
1.454637250508626494e+03 2.019011714551872672e-01
1.453966582518550922e+03 1.980961822118763316e-01
1.453296525559807378e+03 2.101573775936728672e-01
1.452627324044928628e+03 2.029816701615181351e-01
1.451958611355115636e+03 2.084132227666158355e-01
1.451290509696634672e+03 1.918012293818073255e-01
1.450623141275752232e+03 2.144959307806827697e-01
1.449956383886201820e+03 1.960929546641901333e-01
1.449290237527983436e+03 2.079730367021914439e-01
1.448624824407363576e+03 1.970506862600125420e-01
1.447960022318075744e+03 2.017746429389101481e-01
1.447295709053853670e+03 2.095543314113509359e-01
1.446632251233496390e+03 2.172757549173235936e-01
1.445969282238204869e+03 2.029917514139676360e-01
1.445307168686778141e+03 2.114144150897860897e-01
1.444645421754150675e+03 2.025959689062439839e-01
1.443984408059121733e+03 1.983554160650747022e-01
1.443324127601691089e+03 1.992638235369008914e-01
1.442664335969326430e+03 1.962365163998900930e-01
1.442005277574560068e+03 2.079604492899721213e-01
1.441346830211125734e+03 2.022764758689050979e-01
1.440688993879023428e+03 2.028520232657675670e-01
1.440031646371986881e+03 2.029072526294118939e-01
1.439375276515081623e+03 2.166953090289365502e-01
1.439375154308815127e+03 2.028658469117312069e-01
1.439156527298202036e+03 1.953063986404047492e-01
1.438937778081322222e+03 1.964867306115935242e-01
1.438719273276975400e+03 1.971259432017569146e-01
1.438719151070709131e+03 1.820725631689701640e-01
1.438500646266362310e+03 1.840751046267600777e-01
1.438282263668281985e+03 1.891684806426020826e-01
1.438064003276467929e+03 1.830091915564921179e-01
1.438063881070201433e+03 2.075835117613014924e-01
1.437845620678387604e+03 2.083749695954891790e-01
1.437627482492840045e+03 1.984325865860047389e-01
1.437409344307292486e+03 1.970865421764911030e-01
1.437409222101025989e+03 2.104897421604432495e-01
1.437190961709212161e+03 1.969354884708686415e-01
1.436973067936197367e+03 1.996205309653310833e-01
1.436755296369449070e+03 1.902617074818812870e-01
1.436755174163182573e+03 1.939317001076940883e-01
1.436537280390167780e+03 1.984945937829871720e-01
1.436319386617153214e+03 2.053839629719821647e-01
1.436101737256671186e+03 1.952043615640234875e-01
1.435884087896189385e+03 1.959696149185140568e-01
1.435666438535707357e+03 1.989213240561156226e-01
1.435448911381491826e+03 1.825834675487928715e-01
1.435231506433542791e+03 2.042181123546981114e-01
1.435014101485593756e+03 2.025984496367229937e-01
1.434796696537644721e+03 1.976051854885113035e-01
1.434579536002228451e+03 1.994442008887844786e-01
1.434362253260545685e+03 1.944025677143366992e-01
1.434145092725129416e+03 1.970756502275376187e-01
1.433928054395979643e+03 2.109903074614581375e-01
1.433711138273096367e+03 2.028624725714598676e-01
1.433494222150212863e+03 2.101969466273924114e-01
1.433277306027329359e+03 1.993780952409780483e-01
1.433060634316978849e+03 1.953397698946078842e-01
1.432843840400361842e+03 2.046410405478889249e-01
1.432627168690011104e+03 1.948364801560020232e-01
1.432410619185927089e+03 1.985507435944635912e-01
1.432194191888109344e+03 1.986466785903843457e-01
1.431977764590291372e+03 1.919341325946229693e-01
1.431761337292473627e+03 1.939891154272544993e-01
1.431545032200922378e+03 1.842510726908099805e-01
1.431328849315637399e+03 1.855458023399280398e-01
1.431112666430352419e+03 1.817459487248428429e-01
1.430896605751333936e+03 1.913986568435862567e-01
1.430680667278581723e+03 1.937552189485058363e-01
1.430464606599563240e+03 2.084069233144979771e-01
1.430248668126811026e+03 2.115623845848003948e-01
1.430032729654059040e+03 2.017142163154187762e-01
1.429817157800106088e+03 1.982845869761804547e-01
1.429601463739886867e+03 2.053487800110631867e-01
1.429385891885933916e+03 2.087568048194506642e-01
1.429170442238247460e+03 2.174074765892302086e-01
1.428954870384294509e+03 2.049453666847835254e-01
1.428739420736608054e+03 2.118336846482138380e-01
1.428524093295188095e+03 2.121003563147575710e-01
1.428308888060034405e+03 2.033645283516092028e-01
1.428093682824880716e+03 2.018907082326703573e-01
1.427878477589727254e+03 2.260039165363416924e-01
1.427663394560839834e+03 2.143101496047948307e-01
1.427448555944485634e+03 2.142267837384399798e-01
1.427233472915598213e+03 2.071991454239175134e-01
1.427018634299244013e+03 2.199274290156544576e-01
1.426803917889155855e+03 2.108748829608908804e-01
1.426589201479067924e+03 2.182581857779531398e-01
1.426374485068979993e+03 2.228464742070168925e-01
1.426159890865158332e+03 2.216351095527772097e-01
1.425945418867603166e+03 2.094498283790763304e-01
1.425730946870048001e+03 2.117428285927447362e-01
1.425516597078759332e+03 2.145715207185151241e-01
1.425302247287470436e+03 2.139821134264116853e-01
