"","Number","RCO2","BDCO2","RH2O","BDH2O"
"146",145,0.975859848944954,-0.014428314957569,1.01025659734861,-0.0102565973486064
"147",146,0.992070159948174,-0.0342859459365128,1.00761614578208,-0.00761614578208336
"148",147,0.99109474916599,-0.0330910677283378,1.02377650469629,-0.0237765046962928
"149",148,0.97298949934096,-0.0109121366926763,1.03722035239244,-0.0372203523924364
"150",149,0.988676900980263,-0.0301292037008218,1.03938365702062,-0.039383657020619
"151",150,0.986610700269643,-0.0275981078303123,1.0469170601481,-0.046917060148095
"152",151,0.978967359895403,-0.0182350158718683,1.03233489119859,-0.0323348911985943
"153",152,0.979443041008926,-0.0188177252359338,1.02161873674865,-0.0216187367486522
"154",153,0.996228402232258,-0.0393797927345154,1.04158473605979,-0.0415847360597879
"155",154,0.986655786567086,-0.0276533385446809,1.04692771235015,-0.0469277123501517
"156",155,0.985874336862788,-0.0266960626569157,1.0479663847261,-0.0479663847261038
"157",156,0.98329283785574,-0.0235337263732817,1.0438251187556,-0.0438251187556049
"158",157,0.980537485898758,-0.0201584202259788,1.03304740450685,-0.0330474045068452
"159",158,0.982564864829465,-0.0226419594160952,1.0433077597288,-0.0433077597287999
"160",159,0.984903042927169,-0.0255062275857826,1.03044894907994,-0.0304489490799409
"161",160,0.989388291110663,-0.0310006566105617,1.03388773678584,-0.0338877367858423
"162",161,0.992713573041639,-0.0350741269760078,1.04031117365278,-0.0403111736527777
"163",162,0.971225285065915,-0.00875097420574531,1.03981999446952,-0.0398199944695223
"164",163,0.992336062655192,-0.0346116767526105,1.04652117982096,-0.046521179820957
"165",164,0.984338041569772,-0.0248141009229703,1.03601197528662,-0.0360119752866221
"166",165,0.970969869011461,-0.00843808953903957,1.02176223858145,-0.0217622385814471
"167",166,0.986409346020345,-0.0273514488749224,1.04238874545634,-0.0423887454563425
"168",167,0.992303304866959,-0.0345715484620243,1.03468117312251,-0.0346811731225141
"169",168,0.979581154943101,-0.0189869148052992,1.05611568351073,-0.0561156835107304
"170",169,0.971321408291958,-0.00886872515764883,1.045604795821,-0.0456047958209973
"171",170,0.991105503151135,-0.03310424136014,1.06156968525174,-0.061569685251738
"172",171,0.986158060640699,-0.0270436242848567,1.04906148265993,-0.0490614826599329
"173",172,0.986265337183474,-0.027175038049756,1.04828209118074,-0.0482820911807371
"174",173,0.975552124923243,-0.0140513530309726,1.03901072624775,-0.0390107262477504
"175",174,0.984669920786666,-0.0252206529636658,1.05516380740202,-0.055163807402018
"176",175,0.975343157504873,-0.0137953679434697,1.03395030368704,-0.0339503036870357
"177",176,0.973436220533748,-0.011459370153841,1.0402252739712,-0.0402252739711975
"178",177,0.984357811474727,-0.0248383190565411,1.03402397981944,-0.0340239798194379
"179",178,0.984612746700817,-0.0251506147085011,1.04510535381937,-0.0451053538193666
"180",179,0.999469647901107,-0.0433503186788563,1.05860487855239,-0.0586048785523903
"181",180,0.970287640175364,-0.00760235921482057,1.02621466838988,-0.0262146683898781
"182",181,0.978461709763124,-0.0176155944598264,1.04071796135573,-0.0407179613557334
"183",182,0.977139624524807,-0.0159960400428889,1.05119079411808,-0.0511907941180827
"184",183,0.995252047377489,-0.0381837580374237,1.03741496970504,-0.0374149697050377
"185",184,0.980552951017742,-0.0201773649967334,1.02649242637843,-0.0264924263784314
"186",185,0.986365545917189,-0.027297793748556,1.04583708994711,-0.0458370899471083
"187",186,0.986919885203492,-0.0279768593742782,1.04658625596915,-0.0465862559691514
"188",187,0.977424938307286,-0.0163455494264255,1.04146831805545,-0.0414683180554476
"189",188,0.985896818040246,-0.0267236020993009,1.05527072279958,-0.0552707227995848
"190",189,0.985153355805126,-0.0258128608612788,1.04826167020304,-0.0482616702030438
"191",190,0.991348774220918,-0.0334022484206241,1.04478153033877,-0.0447815303387691
"192",191,0.992543277617231,-0.0348655150811078,1.04183964036832,-0.0418396403683223
"193",192,0.984585470834732,-0.0251172017725466,1.05371283582576,-0.053712835825763
"194",193,0.980352881242018,-0.0199322795214723,1.050941544429,-0.0509415444290022
"195",194,0.978878770113587,-0.0181264933891445,1.02856719315125,-0.0285671931512501
"196",195,0.977816441550037,-0.0168251408987948,1.04627421042699,-0.0462742104269862
"197",196,0.985000228856962,-0.0256252803497782,1.05221395391448,-0.0522139539144819
"198",197,0.99019225532594,-0.0319855127742765,1.04549260672787,-0.0454926067278747
"199",198,0.993534457769223,-0.0360797107672982,1.07003307763991,-0.0700330776399116
"200",199,0.980597748914115,-0.0202322424197906,1.02907861182473,-0.0290786118247266
"201",200,0.991725663061729,-0.0338639372506183,1.04490996666358,-0.0449099666635786
"202",201,0.981900460795717,-0.0218280644747535,1.05255189022368,-0.0525518902236819
"203",202,0.996080004281076,-0.0391980052443176,1.051059200068,-0.0510592000680006
"204",203,0.979433360970579,-0.0188058671889594,1.01780062682437,-0.0178006268243669
"205",204,0.979779058551255,-0.0192293467252879,1.02825619331564,-0.0282561933156364
"206",205,0.977103820069752,-0.0159521795854461,1.04200528223567,-0.0420052822356749
"207",206,0.987274638430962,-0.028411432077929,1.04827106372558,-0.0482710637255839
"208",207,0.988707378982454,-0.0301665392535064,1.04647032028509,-0.0464703202850887
"209",208,0.989904043865613,-0.0316324537353757,1.04823821071486,-0.0482382107148644
"210",209,0.978866133661346,-0.0181110137351487,1.05171132288988,-0.0517113228898782
"211",210,0.975054414125328,-0.0134416573035272,1.04576704435584,-0.0457670443558427
"212",211,0.98177983979348,-0.0216803037470126,1.04513878357508,-0.0451387835750836
"213",212,0.977888202253319,-0.0169130477603153,1.05565919940936,-0.0556591994093631
"214",213,0.983673046900593,-0.0239994824532261,1.03994281846964,-0.0399428184696382
"215",214,1.00146699346611,-0.0457970669959799,1.05631608230106,-0.0563160823010589
"216",215,0.982249373948134,-0.0222554830864646,1.05215040775116,-0.0521504077511643
"217",216,0.973182607538766,-0.011148694234988,1.04664145813697,-0.0466414581369745
"218",217,0.971485653173341,-0.0090699251373426,1.02660969903518,-0.0266096990351814
"219",218,0.97759257818029,-0.0165509082708548,1.03742258885169,-0.0374225888516888
"220",219,0.984032764916932,-0.024440137023242,1.03870476731492,-0.0387047673149248
"221",220,0.987190202882972,-0.0283079985316407,1.04202045775487,-0.0420204577548726
"222",221,0.970621353600616,-0.00801115816075401,1.03922666722131,-0.0392266672213133
"223",222,0.981425346130521,-0.0212460490098886,1.04616864037756,-0.0461686403775587
"224",223,0.984490391565667,-0.0250007296679419,1.05115498981272,-0.0511549898127193
"225",224,0.983689823645489,-0.0240200339657237,1.05122571490811,-0.0512257149081135
"226",225,0.987820056451186,-0.0290795691527026,1.04063425368649,-0.0406342536864852
"227",226,0.98165259765724,-0.0215244321301195,1.03924515291063,-0.0392451529106259
"228",227,0.985065187775459,-0.0257048550249373,1.05069138531918,-0.0506913853191766
"229",228,0.981294697172346,-0.0210860040361237,1.04899558950014,-0.048995589500137
"230",229,0.98648428882365,-0.0274432538089711,1.05543185052554,-0.0554318505255411
"231",230,0.985768292823996,-0.0265661587093954,1.05167112211456,-0.0516711221145645
"232",231,0.980299467307291,-0.019866847451432,1.05195576931183,-0.0519557693118271
"233",232,0.983563928655897,-0.0238658126034741,1.04512928439077,-0.0451292843907729
"234",233,0.990154959613109,-0.0319398255260581,1.04934414817306,-0.0493441481730623
"235",234,0.98020662064368,-0.0197531102885079,1.03803633654901,-0.0380363365490071
"236",235,0.998218003391927,-0.0418170541551106,1.04131291491674,-0.0413129149167442
"237",236,0.992597450261468,-0.0349318765702984,1.05417682294089,-0.0541768229408863
"238",237,0.982429299746411,-0.022475892189353,1.04549327653678,-0.0454932765367779
"239",238,0.983753740734203,-0.0240983323993989,1.04874251302392,-0.0487425130239163
"240",239,0.986426513012103,-0.027372478439826,1.05489441675032,-0.0548944167503205
"241",240,0.980958456451405,-0.0206741091529715,1.0502948998106,-0.0502948998105968
"242",241,0.990596475185887,-0.032480682102711,1.04865947554352,-0.0486594755435226
"243",242,0.98471833455422,-0.0252799598289196,1.04781463148861,-0.0478146314886079
"244",243,0.980597787136696,-0.0202322892424531,1.04341794089989,-0.0434179408998894
"245",244,0.98839913478792,-0.0297889401152022,1.05515690055324,-0.0551569005532357
"246",245,0.980812062599325,-0.0204947766841736,1.04539279374134,-0.0453927937413428
"247",246,0.9932374397741,-0.035715863723272,1.04977616853508,-0.0497761685350833
"248",247,0.988674909051968,-0.0301267635886605,1.0510886949927,-0.0510886949927025
"249",248,0.995641689399675,-0.0386610695146022,1.05011074643712,-0.0501107464371198
"250",249,0.986785539822591,-0.0278122862826735,1.05837786790298,-0.0583778679029843
"251",250,0.988843735599473,-0.0303335761093539,1.0504573214218,-0.0504573214218034
"252",251,0.977154751713302,-0.016014570848795,1.04781926319932,-0.0478192631993173
"253",252,0.983528749310611,-0.0238227179054984,1.05149952630019,-0.0514995263001865
"254",253,0.987744683867278,-0.0289872377374151,1.03619463576993,-0.0361946357699263
"255",254,0.983269726112684,-0.0235054144880378,1.05076387104995,-0.0507638710499516
"256",255,0.989232706889727,-0.0308100659399154,1.04498038483023,-0.0449803848302299
"257",256,0.986024681979188,-0.0268802354245049,1.03981146957746,-0.0398114695774634
"258",257,0.97866658104504,-0.0178665617801743,1.03657083501387,-0.036570835013868
"259",258,0.986739809651911,-0.0277562668235911,1.03333134182084,-0.0333313418208445
"260",259,0.981298291044054,-0.0210904065289665,1.03479115182241,-0.0347911518224098
"261",260,0.98585877354335,-0.0266769975906034,1.05287054793375,-0.0528705479337537
"262",261,0.987277505397026,-0.0284149441113569,1.05022645495605,-0.0502264549560489
"263",262,0.98735754670952,-0.0285129947191624,1.04811440413014,-0.0481144041301416
"264",263,0.983532065082283,-0.0238267797257964,1.05166961659654,-0.051669616596542
"265",264,0.993447033000259,-0.0359726154253173,1.04945897175486,-0.0494589717548624
"266",265,0.98709360416141,-0.0281896650977271,1.05306065775555,-0.0530606577555521
"267",266,0.993445445419188,-0.0359706706385057,1.04924107563075,-0.0492410756307522
"268",267,0.990101855430567,-0.0318747729024445,1.04722920628632,-0.0472292062863198
"269",268,0.979438150082211,-0.0188117338507084,1.05387282710152,-0.0538728271015163
"270",269,0.984421364873555,-0.0249161719701046,1.05342260666364,-0.053422606663641
"271",270,0.987642639827114,-0.0288622337882149,1.05377880250107,-0.0537788025010721
"272",271,0.984478981878148,-0.0249867528007317,1.05503285398675,-0.0550328539867508
"273",272,0.983990248653054,-0.0243880545999911,1.05175174695265,-0.0517517469526461
"274",273,0.981405465472069,-0.0212216952032846,1.05028461709197,-0.0502846170919733
"275",274,0.986379984047151,-0.0273154804577596,1.04922469897997,-0.0492246989799714
"276",275,0.990064437712196,-0.0318289361974399,1.05118412673966,-0.0511841267396631
"277",276,0.987363588926057,-0.0285203964344201,1.05557232243002,-0.0555723224300204
"278",277,0.987984037555831,-0.0292804460058928,1.05818948625847,-0.058189486258466
"279",278,0.985274007275044,-0.0259606589119294,1.05579938016379,-0.0557993801637884
"280",279,0.990038781214761,-0.0317975069880818,1.05086146278683,-0.0508614627868333
"281",280,0.989773339543822,-0.0314723409411823,1.05463955830589,-0.0546395583058943
"282",281,0.987868490898764,-0.0291389013509862,1.0495505093724,-0.0495505093723989
"283",282,0.987950406578674,-0.0292392480588754,1.05182923597683,-0.0518292359768251
"284",283,0.985900070271297,-0.0267275860823394,1.05275459985585,-0.0527545998558523
"285",284,0.986090239034488,-0.0269605428172473,1.05750189656576,-0.0575018965657637
"286",285,0.983934312723934,-0.0243195330868187,1.05534756899689,-0.055347568996895
"287",286,0.989041553905799,-0.0305759035346038,1.04099215637693,-0.0409921563769289
"288",287,0.984887248516123,-0.0254868794322502,1.05693911908178,-0.0569391190817792
"289",288,0.980436600117404,-0.0200348351438193,1.04845675854851,-0.0484567585485089
"290",289,0.985166166795167,-0.0258285543240797,1.04601519819618,-0.0460151981961774
"291",290,0.987341968933404,-0.0284939119434193,1.0546727425621,-0.0546727425621012
"292",291,0.987016036425932,-0.0280946446217666,1.05476054881725,-0.0547605488172498
"293",292,0.988329136715089,-0.0297031924759835,1.0544528494433,-0.0544528494433036
"294",293,0.985310786671874,-0.0260057136730455,1.04734543198896,-0.0473454319889612
"295",294,0.985733639670783,-0.0265237085967091,1.05628838248902,-0.056288382489021
"296",295,0.986670102673008,-0.0276708757744347,1.06817510158886,-0.068175101588865
"297",296,0.984472998308276,-0.0249794229276375,1.05008972482141,-0.0500897248214092
"298",297,0.995272382376973,-0.0382086684117915,1.06032019481756,-0.060320194817562
"299",298,0.99488022501216,-0.0377282756398959,1.04741478788082,-0.0474147878808171
"300",299,0.987856348444241,-0.0291240268441948,1.05288793117765,-0.0528879311776504
"301",300,0.989051188180549,-0.030587705521172,1.05717186563052,-0.057171865630516
"302",301,0.988964378717078,-0.0304813639284209,1.05178693130212,-0.0517869313021235
"303",302,0.977354030184581,-0.0162586869761112,1.04419001486064,-0.0441900148606393
"304",303,0.983093737871247,-0.023289828892277,1.04822178058865,-0.0482217805886522
"305",304,0.984530686831804,-0.0250500913689595,1.05115885314785,-0.0511588531478511
"306",305,0.982946101840114,-0.0231089747541395,1.04877719894648,-0.0487771989464805
"307",306,0.977770553912185,-0.0167689285424269,1.05150263696645,-0.0515026369664531
"308",307,0.985236858773612,-0.0259151519976747,1.05449641849443,-0.0544964184944283
"309",308,0.998645063255358,-0.0423402024878135,1.06047153086967,-0.0604715308696691
"310",309,0.981399708526669,-0.0212146429451701,1.06474788198002,-0.0647478819800245
"311",310,0.985738947041963,-0.0265302101264044,1.05960773296634,-0.0596077329663409
"312",311,0.986587750607552,-0.0275699944942506,1.0569909396245,-0.0569909396244961
"313",312,0.984162314999057,-0.0245988358738445,1.05023824294858,-0.0502382429485759
"314",313,0.986476733923801,-0.0274339990566556,1.05757363798776,-0.0575736379877561
"315",314,0.982237533965137,-0.0222409791072934,1.04748508945393,-0.0474850894539303
"316",315,0.986436216825293,-0.0273843656109842,1.05657933729069,-0.0565793372906884
"317",316,0.984380863545871,-0.0248665578436918,1.05824516143421,-0.0582451614342132
"318",317,0.984433913251352,-0.0249315437329067,1.05464962887413,-0.0546496288741305
"319",318,0.989700728567242,-0.031383392494871,1.05746528445927,-0.0574652844592662
"320",319,0.985476749333845,-0.02620901793396,1.05157154749775,-0.0515715474977498
"321",320,0.979616735617379,-0.0190305011312891,1.06262896460568,-0.0626289646056819
"322",321,0.984740367339053,-0.0253069499903401,1.05709640948771,-0.0570964094877116
"323",322,0.992124411245337,-0.0343524037755373,1.05722900825046,-0.057229008250461
"324",323,0.985221107081464,-0.0258958561747932,1.06493553866527,-0.0649355386652664
"325",324,0.988169798288313,-0.0295080029031828,1.05290889305927,-0.0529088930592692
"326",325,0.983827244326152,-0.0241883742995364,1.05985970527621,-0.0598597052762142
"327",326,0.979836593884827,-0.0192998275089127,1.04963567963051,-0.04963567963051
"328",327,0.98600634425256,-0.0268577717093858,1.0613704090495,-0.0613704090495018
"329",328,0.98984904200185,-0.0315650764522668,1.05184678900587,-0.0518467890058731
"330",329,0.985936016393187,-0.0267716200816544,1.04854757180681,-0.0485475718068076
"331",330,0.986284922662208,-0.0271990302612054,1.06839405260796,-0.0683940526079623
"332",331,0.986595123991909,-0.027579026890089,1.0619338202807,-0.0619338202806974
"333",332,0.98814058284356,-0.0294722139833613,1.05062721900928,-0.0506272190092769
"334",333,0.985959625653886,-0.0268005414260106,1.06006666645257,-0.0600666664525737
"335",334,0.98643683513023,-0.0273851230345315,1.05337440865261,-0.0533744086526087
"336",335,0.987752556548438,-0.0289968817718366,1.05452356772099,-0.0545235677209945
"337",336,0.987790015776808,-0.0290427693265904,1.05964170983309,-0.0596417098330859
"338",337,0.994559254300757,-0.0373350865184274,1.06498577039859,-0.0649857703985888
"339",338,0.982565244032236,-0.0226424239394887,1.04966338135867,-0.0496633813586718
"340",339,0.98495876034944,-0.0255744814280638,1.04797905924867,-0.0479790592486686
"341",340,0.982334426249529,-0.0223596721556729,1.06466355181498,-0.0646635518149834
"342",341,0.99173239688324,-0.0338721861819693,1.06277315695551,-0.062773156955509
